Topology_Type	Latency_ms	Throughput_Mbps	Bandwidth_Mbps	Jitter_ms	Packet_Loss_%	Num_Nodes	Num_Links	Network_Traffic_Load_Mbps	QoS_Score
Bus	176.45584203902558	198.92778910453447	908.3565520748494	46.22929067677396	9.573368659740222	19	86	102.26772311006731	581.4745878616529
Bus	117.5768492017243	382.6543380738378	240.75539013931223	14.68859799862775	3.051326338035334	13	24	129.81879172012032	903.6273102551753
Bus	145.19992989355538	149.2023247176807	870.5367811689478	30.40353932719549	0.9677891620303636	24	25	397.8672535819049	728.9181019606328
Star	105.56998617434031	450.9077192918739	894.7943361316234	32.220118571423725	1.3255060247042671	31	88	291.818765924382	952.7286491930781
Ring	53.32145951742398	497.4907825444587	781.649559542298	40.091002244995856	1.095477551109315	9	65	20.733034536985713	1071.0111933587946
Star	62.96662825032155	219.98882724485298	282.83985533714605	39.89051994030978	4.335877825500544	31	58	87.92958877614878	880.8665989563133
Ring	149.14288678738552	909.9117974651834	811.4605451495323	15.564180299956764	6.590218662063403	36	17	387.02037165762977	1067.4216680872514
Bus	158.9975816379223	284.0922578111936	244.78497717962932	13.415736769234204	6.852328312392164	37	89	352.3856512655022	735.4040773519793
Ring	18.894687948711493	615.6523629175188	834.5470336789857	8.009850282809394	8.250288571346783	20	79	31.827557633317205	1175.5191444236543
Ring	191.53766832595662	72.56237188688957	637.1434325720805	21.90242495348793	1.2553187743827388	28	19	69.4280544811993	607.7990241174723
Bus	174.87843995939363	591.9009493482989	71.22458787666729	34.38084766712838	8.880867533919524	43	16	275.65231005025055	805.8136479154743
Ring	121.8597652353912	706.9991651825641	921.9716270268655	4.99289795605678	6.014092553959209	37	57	417.5299108747607	1042.1497796468223
Bus	102.09842200303915	334.73574293130963	754.1276489574018	11.305541488934413	7.184451916629651	16	6	268.5207153086306	874.3681960598784
Star	171.0690267334166	237.702541103437	131.12920217030592	32.901457411680525	1.715480361519749	41	58	95.71022582856565	710.206227352167
Ring	129.66611401617217	710.3321854608744	788.3274311048808	39.046123605382434	2.733097930958718	5	97	140.09380818861143	1009.933699980432
Hybrid	153.46812744538093	338.8515303474169	714.9040375798073	5.7986928510342315	8.758754359607941	24	65	470.25735314672147	766.2039274103158
Ring	133.40792200158057	970.9095348891088	986.9979927477018	1.9995156241033596	2.1090602161316054	36	14	232.90149403957318	1194.5490478439222
Mesh	108.55820910305648	605.2023945639288	744.1326004839204	27.634751263634584	6.178535284613993	37	44	387.26553639506994	982.2472993342597
Hybrid	113.30539792722864	272.59703898166265	749.8399983338059	25.716074264701227	9.796843095493834	8	97	448.2164638774139	773.1451812843839
Star	40.03641557704631	348.22383719880645	57.85095947596144	15.770364652519419	0.11448300883711182	46	34	331.01814348858625	1069.2387103781602
Bus	54.37588280766563	405.36562246896864	229.16083069145407	6.376636682281223	6.785852445049164	8	17	226.9747863127333	1016.5075661452396
Mesh	97.66794689133933	682.2757300710142	494.14576546047664	33.73400771038846	6.864504276002727	48	67	316.35005804261664	1026.5559169272185
Mesh	171.1452490061298	885.6165543141013	948.3696842689086	28.475311558860344	4.584585492372182	23	84	470.5392552383231	1011.9589568827787
Ring	199.18522447029656	284.6003496995875	336.3552689664183	15.211337286162413	3.9661301164966787	18	73	451.1972392905891	681.4514188149902
Star	54.32033960950409	904.5862672578801	182.43924184172087	11.390742573766206	1.2775875256787594	44	7	221.1488159573791	1313.790465292495
Star	46.6777434951995	868.1201765590882	560.1918029061276	2.185557954655887	0.3039732492185099	40	76	76.057339829742	1334.3865318649762
Mesh	93.99439986226423	803.9629912142019	822.1952151892818	10.012486379904672	5.4376438589880225	26	20	294.5716830332917	1144.5975277228351
Ring	48.332845591062785	559.8975120533502	963.901424193471	26.606442055089325	2.4011304953658383	38	39	38.81811714213694	1119.362096808257
Star	189.77863853147804	289.34954323295113	595.9697950849459	11.846569398903656	1.051145931784716	30	52	444.7871755143234	736.8361811373169
Bus	44.97530692521809	960.8825367730041	515.7292628679711	16.998144071039356	9.473076961118025	44	82	360.4045382840573	1270.2626688183266
Bus	63.20717476402231	759.0840697620408	476.2147743867626	49.71963660675298	6.935030994974756	21	65	344.1985163072765	1109.1979204930988
Ring	107.05400905394949	87.7208437851169	979.3230770907589	23.513787288567322	9.399029068070567	35	54	313.520279074688	700.4914321711028
Hybrid	18.301088612309698	221.22293141111314	184.02600139975286	40.135220155031526	0.34269481307282024	38	29	424.8721767774885	1010.3795101176618
Hybrid	47.653056842403416	83.49036933675552	156.8894581138681	24.09225326463359	2.744084562864625	6	19	193.64681404133194	882.8598454579743
Bus	136.29617365036307	447.19330975871236	637.157100303082	14.928718143967934	1.6834904209118051	26	79	83.05785566100535	911.77632615356
Mesh	66.53524453290642	798.3481270163434	343.7074414749776	42.12922476668419	1.865921448832527	25	68	167.94786142779552	1184.2505228040072
Ring	138.70435893148482	826.6517195673476	550.4705300546567	38.044028651370795	6.29477736904178	9	25	404.28308291103906	1015.9033252532302
Hybrid	115.17559122765832	859.860362310288	285.6259248701437	23.072797295995606	2.7074951575704964	23	99	461.8171626314348	1137.894851180129
Hybrid	45.95317228393778	835.3227168239038	750.656608706749	18.36737417721227	4.876942438107871	47	6	52.28279323927074	1249.4345281971791
Star	78.76852727285296	930.0776153281531	766.0465000023332	33.27881860991	1.4798832935123574	24	87	351.6968134573966	1242.784692268382
Ring	166.43822852064082	560.2087508136525	724.108058342804	11.225145505343976	4.323078391086948	44	95	121.05239042984687	887.1594161966591
Hybrid	130.04800123542753	398.76541222746073	61.5414749339077	35.5680372883236	2.241321787012037	26	70	358.26989517142346	863.5214298402695
Hybrid	152.9909362415358	776.8300045501691	900.3429239751016	28.521269759007772	2.9985739285209947	21	78	325.8407287168893	1009.6654858682914
Bus	81.4794363854554	256.63041700847896	10.098106157382597	43.893114719071335	7.114799209012412	24	49	160.85537171202063	828.3686715645977
Mesh	82.0841718007158	694.8562507371234	539.5631464464179	15.832447367983749	0.6149352279996378	26	79	352.0849145807692	1153.3617584351582
Hybrid	28.957363150562074	247.30909022952673	383.14964223778543	42.39152542219072	5.636383494613744	9	38	361.9079487515391	945.7886957342157
Mesh	166.37356347470222	901.8780595202791	515.0479605663552	41.64788640680637	9.502981256889212	23	52	170.6231998821404	960.6902606316335
Ring	20.89936552858685	161.10711520090823	22.14071905483485	41.67327745191394	2.097552677569893	46	8	395.9740413936209	955.2693835897106
Ring	149.996608445878	448.1596895493321	234.61376191489225	49.401321616828945	3.185143268080195	13	99	455.18951991884063	818.1332127768646
Ring	47.08526267889745	305.2045627110026	33.983738538307364	36.53468084008225	4.504163887659727	22	69	457.36765124598696	958.5880958609857
Ring	173.64678532322202	386.11714720102026	35.04536500471422	9.695381273551112	6.815538456760071	48	57	379.419899965156	763.0665464761388
Ring	85.59838372909343	541.1288457203884	51.98120812149334	43.0031424175895	1.8888910797053649	30	71	339.53940087179114	1015.9740309785694
Bus	183.01048661672274	610.8705010939035	641.2518123246161	36.39105550412964	6.241333174593978	6	58	341.5793450384148	822.4143623113721
Mesh	185.45011281558544	879.1429349399017	363.4947794147431	46.22720985827342	1.5593109033420216	38	80	446.1713583777836	983.7373180179497
Mesh	193.28775847612488	392.3751094275426	475.29044866118505	14.798895991567345	3.684513897332237	46	20	466.15473370526087	750.5685548008482
Star	99.70718431023731	858.5993590909702	822.7957569307555	1.4526885343021712	9.8182037396639	32	21	151.41790083598426	1129.5242407269184
Star	192.96689657682	736.9378594158222	71.35275221212629	4.7286836732025606	6.523639524518147	6	55	170.49284878123845	910.2057157992857
Star	179.40690614904392	650.6674136922911	139.5236760790471	41.41266742498678	4.753018048801838	43	22	132.74228707823696	856.8707129225592
Hybrid	162.3152288633481	716.2692245186273	252.1549638147539	4.730910452937753	5.073520833924868	5	35	428.60081422180673	975.6725805139622
Star	109.34320036115295	981.4330483473257	707.4096524500488	0.38355116682929347	1.2734031433374826	48	69	362.2975716253211	1258.720765267738
Hybrid	166.5801221758656	935.4821130557528	59.884246364483694	39.9251943130914	5.401843178055744	28	87	465.18660419024513	1020.6745889259507
Ring	94.61679732006381	247.77770061731573	971.2634633699355	20.10285441245032	8.059988835226093	8	95	478.6807081311485	823.9010856975939
Star	105.11868720939668	75.19737681084437	23.55445287290815	38.298236436634	0.919452104805224	39	68	229.3924369298486	760.7194382836255
Hybrid	47.17430294865126	35.591552060575715	130.94681495194283	29.629784402444372	9.993885579108145	20	93	154.56699045183882	779.0636377382373
Ring	58.25706213748731	741.3660258876502	475.4261734134201	22.20766359295218	0.21656564195837613	11	6	64.84750140202524	1218.6917368598383
Bus	150.21449392246677	894.3913859508848	239.29039723863053	0.9916060714175501	3.729651493874809	7	77	70.55344348876349	1107.9827810846346
Hybrid	46.90047144795851	453.46142734700913	462.55216911578503	4.650635753138655	0.03866048257232246	12	78	32.47649628780222	1125.5672123221564
Ring	167.2679854379503	350.80343018227387	207.34584603527276	39.965193948662545	2.8984557793079455	34	54	136.4971748671735	751.9333954991631
Hybrid	123.37894244756177	599.6801106088211	131.03297616062514	3.6250938785466866	4.764819756085546	31	39	303.2330435831622	999.9963320306115
Ring	140.7131508263079	586.4117265064635	998.4703403733989	9.519224819983691	1.8685885557994242	47	48	344.5075590356719	978.8148388126461
Hybrid	118.8124328934207	879.3036453099561	966.5958701157696	34.713369721101955	9.22784354581837	31	83	300.09110542181696	1057.6784668283
Ring	71.81384497483006	612.2576582888246	37.17018950239593	22.075025251394116	0.12529388780096906	30	82	23.706103340286905	1128.1356624396512
Star	75.62940809218865	298.4347900672698	769.8121503306245	36.12388707456826	2.560480915400011	5	41	422.5105616584293	918.1679390834051
Ring	117.42118989842253	671.1809993827496	471.80357505723015	42.27047037539408	4.092386891242201	21	40	36.94325903151003	996.4185454190167
Ring	69.80724060847454	418.5065227449353	192.14936725869433	2.539955743581018	4.311639491252497	5	68	73.20986935724855	1022.7124516276222
Mesh	139.07771211668035	257.1268055821704	788.9922529289156	0.4865307136447672	7.313012419349714	37	71	158.7703939340923	776.5480582937602
Mesh	166.51888461751076	404.51663408336117	398.71475665236727	18.374613229644932	1.71870807814953	38	86	448.3924560311465	824.4715471806963
Bus	102.42592797950748	547.3096780581768	531.5087348127627	48.07906351854347	2.018450855866446	28	36	89.13431275892145	976.4998792335938
Star	56.97521093495723	188.6054585905156	326.3771971457033	21.11702492672197	4.079141026556162	5	74	411.20178137059554	907.8853597696988
Star	59.97501600785499	412.6440581663736	107.04124488847182	10.67726467458367	0.8236425029187222	35	48	239.07272419357963	1062.1196750264141
Mesh	181.23116955597686	440.69799053512753	121.88186120242005	6.628625466577365	4.511812845945293	27	47	363.97650076469944	802.8255894962911
Bus	92.97304661406359	98.78857759242257	610.8485875807123	43.90907390619676	8.24610777785257	24	86	229.22652357937145	715.1235069302633
Bus	100.40338570086467	912.2848229946367	932.9164311699077	0.9766504373011575	1.8214648707520753	23	55	131.60368968519808	1235.6560157321164
Ring	89.01734814605238	118.71006042087615	89.40653086537249	12.516978092883946	2.7183457229387953	42	42	262.7779552472597	835.3614095496195
Star	42.07354761397162	910.806284962583	756.8324858603303	44.86385142243832	4.63459562681932	8	34	105.31440821164246	1257.6143138514976
Hybrid	28.783835804278624	760.0056124657391	690.6373263066156	28.96982392378098	5.536128111941827	16	51	168.38741691411198	1223.6191176192226
Star	48.47323914639993	127.15932667081144	435.6804424920082	30.05599865512315	0.41454041279196385	32	27	235.29413102401568	917.4037829320015
Star	190.91775661709997	870.5622707067863	143.59425504904513	10.018889048551427	5.3652351860340755	16	30	111.21261859503426	984.7649366860253
Hybrid	138.600266380861	764.3575692435819	507.07793370493164	1.4414779637603459	8.707562521839098	34	15	304.6172880961135	1015.7404096960374
Hybrid	157.21403132594733	747.499006594338	754.7235353890998	30.528553176087826	6.462933527414979	37	26	487.8339817305265	948.8992756069928
Bus	29.247870641598176	730.140146607031	441.887396012527	43.28947067063017	6.843321541937245	14	83	452.287797875093	1173.2069105950015
Mesh	61.21762569077061	107.13556456907277	636.7498635124917	21.120783923700458	2.9810981209548935	11	50	363.56419447658067	869.6403738078956
Ring	168.07032403511417	222.2499718001815	748.7602932245883	6.135100579754843	5.537473977960529	19	95	291.74478682052154	710.4069471806249
Mesh	84.11623620970603	162.22716982089275	136.4687619154114	8.856086362169268	2.908615527681444	20	37	390.66450217337393	870.5108276709659
Mesh	169.2840167187792	537.255628136399	508.11342577541717	38.69684575820806	6.403021328561426	8	46	489.5506570901612	807.9842987077147
Ring	142.62457280186632	643.0318900328743	634.9836596910152	8.023769440798285	6.182924759725444	20	64	10.461654792975626	962.4018976542527
Mesh	55.938720585250636	297.2815789757946	729.6999899521321	47.80134434493215	1.4815099008259924	16	68	178.31850821551706	950.246232791738
Star	71.60698251342738	971.9114874504417	604.8265249263432	8.328715782819806	0.15138521579219466	13	6	172.56444030343516	1328.7348528662144
Bus	119.83447967668992	395.2158667506405	195.5047111583797	40.06034494255609	5.538363087256732	15	73	435.98203946959705	842.464825735539
Star	18.594132888187747	847.5931054023018	179.2733701285824	26.659838456170636	3.998805260355126	36	32	128.79905634971664	1306.6304766369683
Hybrid	173.60637238389938	202.38778399740832	992.0032160617458	33.448739941146805	4.13569123470959	15	82	361.0067691953173	662.4511249720894
Hybrid	123.96223309366955	405.58282110938325	278.88046189542194	27.74382722236822	1.2105187180409571	39	57	353.7797407004392	901.1460163533906
Star	30.906748408168454	106.17268680293742	998.7803403585217	7.419920657813217	6.962458539281162	11	63	353.1664366091656	910.5183802056005
Ring	20.969665221110404	802.4494616454475	360.7179834514829	44.490052437135546	7.836897510035815	26	34	338.8214006824466	1214.1813466244414
Star	63.528622375219825	732.617083136342	909.2676345872385	46.066581901023184	0.7207650026270962	34	71	92.74524408908063	1162.9437739399257
Ring	152.03056489826196	644.6037400305463	557.8639307857461	30.823159673256995	0.38345379836659976	47	42	97.65205511971887	968.1714627251977
Mesh	110.00012123262835	297.1115026078836	752.5558073228576	45.631059182359294	4.544717287483557	42	72	337.3796186628842	814.6617471903105
Bus	183.25085676435125	307.0045013793631	721.7118809747229	8.461689209078733	1.0058980224847713	21	79	241.5859112511256	764.2490231225132
Ring	137.19559810043202	303.1792403032463	710.7657669944614	6.335001099003479	3.130092284036059	25	56	474.97448322054714	836.3949994618933
Star	54.2222337296245	501.786362774961	607.4084911185038	25.354784474894593	8.341912377267509	46	98	440.53837757954716	1020.9974134432144
Star	150.2434091216206	95.14177717886704	195.75989819148876	10.93852547260875	9.212490963959937	15	11	129.9699657801691	638.5513724976797
Hybrid	31.906629848880765	500.47406631018254	168.82384819265937	36.087729006979714	7.586444490349539	21	5	93.77170050444872	1056.4277350433647
Bus	110.03843076864455	118.12573562675823	374.55409555254926	6.7676327930738465	4.9077693279446075	33	7	333.94888167084076	779.7568638070331
Ring	131.89621926254517	836.0142084836784	53.24247260763377	6.837907810821376	4.5701870763987795	11	34	359.36196188736426	1098.255933236529
Ring	58.61356236417444	451.9737591113472	428.6114557569131	43.17753462733268	1.4635475056778713	46	73	70.97849800346799	1029.357977829547
Hybrid	77.5819336182906	621.1677196427344	349.9510565422733	1.7420934647887798	8.248430466367497	49	77	46.34867316695457	1070.322547723928
Star	147.47283221018773	192.34064731945855	390.1782040397522	48.099242451732685	1.253343303465353	31	28	187.80140203612743	716.5423625271013
Star	38.81062932157977	811.2608759417109	312.7252469733711	13.862050298345446	1.1015131965155756	30	71	139.9704727532915	1296.200971915022
Mesh	61.91978895435882	250.50667307699297	190.178833006137	35.82221614289225	6.246518457338167	23	35	200.01343166178427	885.2152498420588
Star	109.4552851964082	573.539086197034	313.5615533881228	11.394418987864801	1.067612301863008	42	93	154.63937449852745	1040.0912212052733
Bus	132.55073071307376	413.65038633220996	876.2170566940966	28.45823056118891	0.8886014881113036	38	65	42.621706181073186	890.150371017061
Bus	192.42053998522957	59.19899544401008	535.2134738060918	12.856294984312616	1.7898826575540816	5	94	253.73466585553837	607.5751486995362
Mesh	52.240572307186085	695.4049134175859	791.6045455112968	13.96200155323407	5.299704655268005	15	66	380.1604358573861	1169.2812632118896
Hybrid	159.9796741360559	26.30435112838077	351.221061584222	36.374984876761786	4.952067808992837	22	22	318.041843783016	589.1096718870076
Bus	163.9679799529663	929.2539048363631	184.53648296752064	14.67335806680175	5.148372104422009	33	93	283.27026977685546	1063.1972343678262
Star	74.13747439316188	307.43494524808835	342.0611886045369	32.6597215167814	0.8386256794791258	25	66	169.8281774489879	948.066684767757
Hybrid	198.48055694340485	284.36279987544674	783.6816750623564	17.354553158805146	0.4976541297547843	21	93	191.9556403170925	714.2119150151582
Star	103.41158645542362	802.6989815143653	389.77891083785477	15.63002287687938	8.340618891245597	32	54	29.803945234533938	1087.6750946185603
Star	58.34384486122524	8.792487843351996	117.53184225739524	23.516378856725716	9.346266590215844	24	19	29.785195112984667	758.9713200119785
Mesh	104.95111931122507	961.7840516109782	361.20669926931356	4.437000536253172	5.2089543574036625	24	42	332.0578399840921	1212.2447428046225
Ring	197.43330884514094	518.094507149586	680.3333491070352	21.981956742144543	7.586582849354926	10	64	175.50497959901534	755.3418722777451
Bus	124.16640940043129	85.27813335358135	174.45251705387057	13.015634799838333	9.984767551534167	49	31	146.50087220452141	674.9351201608289
Ring	176.964602115013	982.3963942505337	452.43323879835424	21.697805388945966	5.090560407118453	30	7	133.00916250385714	1053.8166807406374
Star	54.79537616896352	702.3743205104862	857.1090011378757	7.252067130899037	3.4236307262817087	24	84	485.39495450369026	1196.4819999581505
Mesh	80.44372314882015	273.8351551085882	699.2032392768849	15.090792199543829	2.77464178922009	17	54	253.03636380523452	925.6475250651372
Bus	42.50442872301776	986.7533077163014	519.0156347732535	12.714832767286877	6.686387797893813	46	42	174.13427685107078	1322.4316692822467
Ring	94.60001175155342	913.5862831436615	174.96547431770344	9.400432386023837	3.9291155370383226	39	40	392.63580810633573	1214.201314119305
Star	34.29510722391032	444.42362061602546	718.45264477073	38.51132953147381	7.054631740679347	35	23	309.2792722116284	1025.308284156188
Hybrid	85.3383926585612	757.8084381445967	273.0715457449169	21.47012025129349	9.947552248977843	48	31	186.36504605980696	1076.5467308884572
Bus	89.77298501068077	363.2191751754155	294.0817585289495	2.3786857797207848	3.299408095458002	20	24	260.822806685302	965.5015079421851
Ring	74.8554068944972	856.2202470237836	928.8691321554542	25.854886844031682	3.7330960108571007	35	92	178.56971583287728	1202.2860193482788
Star	147.33302561302602	188.78669093626982	58.34633168047651	1.0728766509911003	6.862383428354973	30	17	481.31922146694296	729.4941449820466
Mesh	113.12269805429382	307.1072827080118	333.69426722437873	3.146280214290542	5.37946012256429	38	21	386.3040397170194	868.7942236983396
Ring	106.47762287115117	254.22736958148522	727.6278300603801	24.335273766983402	0.27123749953859466	35	83	120.2039720796417	874.9431534025792
Bus	29.530621989257924	373.33921430070035	109.60965930032708	24.254322415790675	7.535714626074154	8	49	130.49378569469738	1015.8697332874068
Hybrid	79.99693533717742	914.5547479783702	732.5884040298542	15.234237331739282	4.477612766953296	18	34	485.7659616219795	1229.6560196476885
Star	74.20760028938801	995.6396893967386	19.779510061216797	19.44452106658326	1.8255521497178528	47	36	417.1679471458327	1301.98234102254
Hybrid	71.96231615960963	781.7838521796469	402.0089455093885	29.430160013024597	4.1968219938100315	14	71	164.49874042814952	1160.853833812967
Ring	73.84477850545271	651.1803828947457	750.2181692797324	3.386053567459202	6.005442718298167	41	5	363.9736105573425	1112.767126902297
Mesh	29.475172514599624	313.4660892847542	558.3180105949646	29.867055233524592	5.370869315657014	40	60	231.56641018769113	999.2734236063208
Mesh	152.11228227744914	335.2480640689504	97.13129131881145	38.622160108266634	4.2067581878361	19	22	168.36627855966668	763.398645438816
Star	33.390431788052005	531.8424227823386	172.24344476390144	10.404240620745487	3.654435591474602	6	99	411.7571589792053	1146.989630969201
Star	21.710119087295325	331.11124777163457	486.75066751445416	5.12560462666487	2.15509984371879	27	33	273.57880065825384	1092.8959803340415
Mesh	154.03284361816455	216.4059812537716	224.64089718579638	48.01155427295089	9.358263272960016	19	86	493.8130932652287	634.5373392515303
Bus	16.805591350674355	765.1405415124759	161.03224508270205	9.168415953778903	2.098995936535152	24	55	314.089174580335	1314.2165047588694
Bus	93.00533360149166	904.2107752169674	803.929432101888	17.436706980300688	0.10343309292731195	8	6	169.42029629504472	1238.9053290057761
Ring	130.43112742329708	118.48168003382338	912.5036241216802	26.12450706245034	8.382881700807046	14	54	74.10022054562995	675.3630075685716
Star	24.183785107025578	514.210396890982	83.1075288051877	15.691730197470315	5.869579630101452	23	62	406.5230026280787	1126.5042366342198
Bus	100.01726497376728	458.58058927112705	384.01630709322694	27.174115740587297	5.869533794050873	35	45	307.91887450081214	929.7992531366393
Bus	155.60092052115476	103.72540109817596	930.7792339382738	36.72553278393838	0.5602842246709439	48	31	69.8981530271973	679.9697180841615
Ring	33.866518790379075	890.187247896727	115.79065160460311	27.90567836171489	0.24666902260721102	14	95	323.5592048211015	1333.035378598961
Mesh	20.514169647531542	150.519792716148	835.2225233775141	22.71614660867905	6.134626083127799	34	89	345.36202444612996	938.8110763187144
Bus	185.72099829701216	618.0211876145459	641.2854158113211	45.81606590682688	2.844009054509468	8	5	90.95745083155386	840.4044078079137
Star	107.15527797252423	432.7510460951236	897.4434983650777	42.07010092177815	3.6866917471087124	39	73	16.717252162907247	902.0928982487591
Ring	182.80171923675218	462.4147079662742	574.7859581853074	39.49381944245721	1.061314736016049	17	34	413.0287483062622	795.7500389857864
Mesh	21.137618753913845	636.7728947046177	440.0224911552431	48.66495453334815	5.534075620902936	6	69	78.12047226565299	1147.7730218354295
Star	161.2692124047231	792.8925223264466	487.22397278833824	17.794089905047134	0.09678171865346252	26	45	237.2608352523588	1046.2488843096717
Hybrid	178.08678236691026	214.88788121082084	344.0292104055731	26.120962569245147	5.448914234656893	46	98	343.25579975563943	657.5997896711532
Ring	119.04104814987873	782.6956017256667	783.5176963993708	29.98638637356883	7.150627171862091	7	47	470.27622852246816	1036.7798532841018
Hybrid	183.9909241980528	718.087616280766	756.8533692425688	33.83803455699552	5.961838714443552	39	38	209.53516753179372	880.6865207643486
Ring	156.88412230991153	310.6595243768398	888.1072930691644	15.455043791297241	2.0930605932832336	39	36	314.27148746396625	797.4483459488185
Hybrid	184.20697741017497	440.47736283699027	252.41321484866447	0.473377775974565	4.434867152754245	5	55	452.574070090697	806.7659884066409
Bus	33.56849029660664	176.43604369065477	829.3166118499511	20.55896037067095	4.622839205298714	12	89	204.47338525502866	944.0142086431205
Ring	193.96637239798187	410.51548998478415	213.8224482341878	12.159178446951746	6.478137488670147	36	63	13.272162794814086	734.3048576392993
Hybrid	90.10614892645356	654.1700138249631	590.0923422318322	37.22625026722678	4.510881548113181	9	41	98.86016191667183	1045.9245181776025
Hybrid	173.89349643816197	881.5634248807655	375.2781986681524	21.801206932991402	4.137568314689636	40	80	126.73260555475339	1018.9172260176754
Bus	126.12068336914409	299.1319361049778	186.99684598053443	10.738786442800146	0.5828199247389942	7	17	28.688694962009574	875.3882224026106
Ring	52.45528854776915	500.31648300459756	11.090168643524622	3.7795849975351348	5.239831860058835	43	65	165.61065282211058	1087.1799683098693
Star	193.9068052415346	197.2278819069283	665.0445679753681	37.72947410338305	9.312566974254189	27	51	40.372111609526215	561.0804495727785
Hybrid	166.5422821358192	736.2570788773698	622.8277766366242	15.476221171908778	7.462825161056723	43	79	49.90003812795776	937.2013917986161
Star	41.61662449138857	491.5069869700979	161.45125215863547	13.944118726010474	3.353920637644292	14	72	143.3400276469185	1108.0648600368131
Bus	109.65818958524116	652.044071505422	387.497634892223	17.523961732763354	0.3900094803217735	28	49	240.3432294669006	1076.519619179866
Mesh	21.36539562369876	510.10408967548574	782.5701859536538	16.286239096281086	9.592123427366047	24	5	15.591437063910409	1091.9706606722632
Bus	87.50330792603188	230.3884414956359	443.89011984178916	43.68364929643687	5.659042234506689	14	41	467.5064253798929	818.071708606032
Ring	55.019356184000245	549.0745650388211	838.0736776111725	35.25225544909609	6.299017734329251	7	25	318.1341923088492	1048.6300096344735
Bus	184.2892074999973	444.8195728024399	73.2850732084405	11.029841816486435	7.1951130370266885	29	57	72.21781359889486	765.3354783062289
Bus	74.35106818810685	250.8708462498813	31.576177613363498	37.729086561175784	0.9649367760705885	26	48	182.36521310422526	910.4902891462573
Mesh	29.29890187544883	467.99735312902584	649.3328485023444	37.183181407707835	1.572277428504697	11	90	266.52182543074474	1103.9033264170064
Bus	182.54670683411408	166.52731492643255	224.1115935487246	36.85619149242794	1.5792055993739251	44	68	408.8148517693399	647.0939005626069
Bus	154.53478927007703	596.1556904581533	705.5971035282153	22.79828169459118	6.659693816168854	43	70	393.1957033280798	888.2139059853473
Mesh	184.1427376724321	574.8813261423297	415.5662172828783	48.25633061655065	2.1510530238140166	24	47	449.7750830094814	825.2601615633346
Ring	113.44659069162309	584.2934772714107	699.973361557345	46.48835644283118	5.890699456823514	24	80	221.55110345594974	936.6140280199772
Mesh	23.934839895811542	221.33419096211946	800.9573282226935	39.11443163619165	1.8099220700845242	6	78	372.52209868361587	986.026547534304
Mesh	179.83938649829082	404.4573404224882	450.09365849646673	46.07045576592603	2.208409549261592	37	8	387.80246653741705	751.3601180731574
Bus	25.299971514375322	303.27334484919436	944.9886202278118	21.256942041446607	4.463463200210822	36	96	440.3519201393325	1024.5166843315685
Mesh	13.889288393414855	884.695774836168	750.7700728315582	30.376280008412813	4.002938495963541	21	38	61.082581132136134	1328.9755056589997
Ring	25.722055600332922	556.3976265930103	804.7756722553258	40.61040955632647	9.913352754076918	37	91	219.02215681286472	1066.7055602205805
Star	106.0641623224189	797.0938605721188	215.49969015299442	44.99775717863544	1.477155677261659	48	5	29.820896169200918	1104.1504131006518
Mesh	20.739543021261113	385.4494634881274	458.6999846480772	47.65797535824778	0.7351799594012176	9	48	432.1535622081144	1072.4068830701576
Bus	69.90066680424455	258.71575543376565	363.6175852817999	3.358981457489402	1.3759276427622236	32	89	223.359658779253	970.7587954945374
Ring	105.87194841696056	353.16827725050064	260.75541002681103	41.58331047229474	3.010696939675024	44	86	110.49269543187651	872.3583066861368
Bus	49.93915338778287	22.51644413013553	379.03174148130563	22.92794034289069	8.685916425236824	25	87	184.77675321050768	790.1288405227978
Star	31.334429822891366	810.9380393423667	433.849479885233	38.36133905683027	8.83406770199064	33	40	326.95405395499137	1196.9174744202487
Hybrid	77.48197534197507	369.61604566725424	963.4819836402496	43.01137629921036	8.92690457062965	11	54	122.6473945687882	876.057961994565
Star	69.73211663687803	300.00405502200584	600.1714063229313	25.784983875645466	0.8545334307344998	5	66	259.6423837404196	963.3149841164336
Mesh	187.98903250172427	108.40338214818341	723.4828987467125	43.20657077303917	6.002669030554167	47	8	79.61557827725399	553.3870796055428
Star	60.05634351011272	584.5732085511283	613.3216156210835	36.051945537565196	5.689317533768833	30	52	144.6902239327649	1061.2028236113026
Mesh	179.0691352944247	308.86162224597996	975.428160888816	10.54274495217239	2.79388480339657	12	23	317.4133196893085	752.5395750719163
Bus	85.36906005042987	139.99872553931013	594.5185790486013	41.87435939741608	2.4075452621505855	17	34	309.9016049995682	812.3742509511653
Bus	36.0813642859184	142.31490713967762	124.57464025776956	14.195848757378082	3.9166131123231485	39	20	101.47081249154051	938.5348207387034
Star	74.59382861488892	705.8512141415525	905.8132412415481	40.23761981179069	1.3294156936742252	26	44	418.25118990762417	1130.0873631865702
Ring	196.9601757329206	403.529244595789	723.2006796155489	23.386287075462636	5.987193883771047	18	58	189.2778242977648	712.8929013811489
Hybrid	180.1705843470841	74.06082729709036	201.2788787692175	22.226587907643193	9.20226256209697	33	87	332.7457291440419	551.3267374719426
Bus	188.9361942030335	683.697997861059	373.14888967796185	11.168575147264031	1.2292175481429979	42	93	463.3733114229058	934.9315723221364
